"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc"
614419,2016,11,29,"2016-11-29","19:29:00",3,"AL",1,0,0,0,0,0,0,34.0002,-87.8754,34.099,-87.7381,10.6,150,1,1,1,93,0,0,0,0
614420,2016,11,29,"2016-11-29","20:04:00",3,"AL",1,0,1,0,0,0,0,34.2498,-87.5383,34.2546,-87.5344,0.4,100,1,1,1,133,0,0,0,0
614421,2016,11,29,"2016-11-29","20:06:00",3,"AL",1,0,0,0,0,0,0,33.7722,-87.6959,33.7758,-87.694,0.3,50,1,1,1,57,0,0,0,0
614422,2016,11,29,"2016-11-29","20:06:00",3,"AL",1,0,2,0,0,0,0,34.1946,-87.4701,34.2356,-87.4471,3.2,300,1,1,1,133,0,0,0,0
614423,2016,11,29,"2016-11-29","20:12:00",3,"MS",28,0,1,0,0,50000,0,33.404,-88.4813,33.4448,-88.4458,3.48,100,1,1,1,87,0,0,0,0
614424,2016,11,29,"2016-11-29","20:40:00",3,"AL",1,0,3,0,0,0,0,34.4406,-87.0913,34.5043,-87.0147,6.2,175,1,1,1,103,0,0,0,0
614425,2016,11,29,"2016-11-29","20:52:00",3,"AL",1,0,2,0,0,0,0,34.0699,-87.2016,34.1604,-87.0781,9.51,1000,1,1,1,133,43,0,0,0
614426,2016,11,29,"2016-11-29","21:05:00",3,"TN",47,0,1,1,0,750000,0,35.3584,-86.2447,35.4399,-86.1441,7.99,300,1,1,1,31,0,0,0,0
614427,2016,11,29,"2016-11-29","21:24:00",3,"TN",47,0,1,0,0,250000,0,35.4572,-86.0559,35.4882,-86.0065,3.51,200,1,1,1,31,0,0,0,0
614428,2016,11,29,"2016-11-29","21:29:00",3,"AL",1,0,2,0,0,0,0,34.74,-86.53,34.89,-86.24,19.85,150,1,1,1,89,71,0,0,0
614429,2016,11,29,"2016-11-29","22:02:00",3,"AL",1,0,1,0,0,0,0,34.92,-86.14,34.92,-86.13,0.9,40,1,1,1,71,0,0,0,0
614430,2016,11,29,"2016-11-29","22:20:00",3,"AL",1,0,1,0,0,0,0,34.1745,-87.1109,34.1747,-87.111,3.15,100,1,1,1,43,133,0,0,0
614431,2016,11,29,"2016-11-29","23:00:00",3,"AL",1,0,1,0,0,0,0,34.87,-85.71,34.89,-85.67,2.31,150,1,1,1,71,0,0,0,0
614432,2016,11,29,"2016-11-29","23:03:00",3,"TN",47,0,2,2,0,0,0,35.2481,-85.4459,35.3256,-85.3369,8.15,350,1,1,1,115,153,0,0,0
614433,2016,11,29,"2016-11-29","23:05:00",3,"AL",1,0,1,0,0,0,0,34.4315,-86.5032,34.4403,-86.4828,1.2,50,1,1,1,95,0,0,0,0
614434,2016,11,29,"2016-11-29","23:40:00",3,"AL",1,0,1,0,0,0,0,33.8255,-88.1623,33.8864,-88.0109,9.69,600,1,1,1,75,0,0,0,0
614435,2016,11,30,"2016-11-30","00:01:00",3,"AL",1,0,1,0,0,0,0,33.9518,-87.9005,34.0917,-87.6622,16.85,900,1,1,1,93,0,0,0,0
614436,2016,11,30,"2016-11-30","00:02:00",3,"AL",1,0,3,9,4,0,0,34.69,-85.78,34.78,-85.57,13.48,206,1,1,1,71,49,0,0,0
614437,2016,11,30,"2016-11-30","00:20:00",3,"TN",47,0,2,20,0,0,0,35.4046,-84.6371,35.5091,-84.482,11.33,200,1,1,1,107,0,0,0,0
614438,2016,11,30,"2016-11-30","00:56:00",3,"GA",13,0,0,0,0,50000,0,34.9393,-85.1015,34.9443,-85.0795,1.29,225,1,1,1,47,0,0,0,0
614439,2016,11,30,"2016-11-30","01:28:00",3,"TN",47,0,3,0,2,0,0,35.1109,-84.7264,35.1598,-84.6711,4.6,155,1,1,1,139,0,0,0,0
614440,2016,11,30,"2016-11-30","02:11:00",3,"AL",1,0,0,0,0,0,0,34.87,-85.99,34.89,-85.94,3.4,30,1,1,1,71,0,0,0,0
614441,2016,11,30,"2016-11-30","05:10:00",3,"AL",1,0,1,0,0,0,0,32.4233,-87.6657,32.571,-87.5296,12.93,250,1,1,1,91,65,0,0,0
614442,2016,11,30,"2016-11-30","08:45:00",3,"LA",22,0,0,0,0,0,0,29.9096,-90.1428,29.9081,-90.1303,0.76,30,1,1,1,51,0,0,0,0
614443,2016,11,30,"2016-11-30","10:38:00",3,"FL",12,0,0,0,0,50000,0,30.4105,-86.6812,30.4176,-86.6713,0.77,175,1,1,1,91,0,0,0,0
614444,2016,11,30,"2016-11-30","11:53:00",3,"GA",13,0,0,0,0,8000,0,33.6646,-85.1613,33.6859,-85.0964,4.02,100,1,1,1,45,0,0,0,0
614445,2016,11,30,"2016-11-30","12:35:00",3,"AL",1,0,1,0,0,0,0,32.7056,-85.5591,32.7352,-85.5164,3.22,300,1,1,1,81,17,0,0,0
614446,2016,11,30,"2016-11-30","12:39:00",3,"GA",13,0,1,0,0,50000,0,33.7786,-84.5406,33.7825,-84.5341,0.46,100,1,1,1,67,0,0,0,0
614447,2016,11,30,"2016-11-30","12:50:00",3,"GA",13,0,1,0,0,25000,0,33.8376,-84.4277,33.8439,-84.3955,1.9,100,1,1,1,121,0,0,0,0
614448,2016,11,30,"2016-11-30","13:07:00",3,"GA",13,0,0,0,0,16000,0,34.0905,-84.2336,34.1158,-84.1927,2.93,100,1,1,1,121,117,0,0,0
614449,2016,11,30,"2016-11-30","14:04:00",3,"GA",13,0,1,0,0,65000,0,34.2322,-83.5025,34.2567,-83.4635,2.8,100,1,1,1,157,11,0,0,0
614450,2016,11,30,"2016-11-30","15:41:00",3,"SC",45,0,1,0,0,5e+05,0,34.678,-82.378,34.795,-82.126,16.44,150,1,1,1,45,83,0,0,0
614451,2016,11,30,"2016-11-30","17:26:00",3,"NC",37,0,1,0,0,1e+05,0,35.124,-80.953,35.143,-80.918,2.37,150,1,1,1,119,0,0,0,0
614453,2016,12,13,"2016-12-13","15:19:00",3,"MS",28,0,0,0,0,0,0,30.5158,-89.3681,30.5157,-89.2954,4.32,20,1,1,1,45,47,0,0,0
614454,2016,12,17,"2016-12-17","19:03:00",3,"AR",5,0,1,0,0,1e+05,0,34.2187,-92.2704,34.2212,-92.2625,0.48,100,1,1,1,53,0,0,0,0
614455,2016,12,17,"2016-12-17","23:37:00",3,"AL",1,0,0,0,0,0,0,34.82,-88.08,34.83,-88.07,0.62,87,1,1,1,33,0,0,0,0
614456,2016,12,17,"2016-12-17","23:45:00",3,"MS",28,0,1,0,0,80000,0,33.9239,-89.2228,33.9242,-89.2167,0.35,75,1,1,1,13,0,0,0,0
614457,2016,12,18,"2016-12-18","00:42:00",3,"AL",1,0,0,0,0,0,0,34.3751,-88.0719,34.3785,-88.0553,0.97,75,1,1,1,59,0,0,0,0
614458,2016,12,25,"2016-12-25","08:55:00",3,"KS",20,0,0,0,0,0,0,37.1597,-100.6967,37.1687,-100.6935,0.65,25,1,1,1,175,0,0,0,0
614459,2016,12,25,"2016-12-25","09:44:00",3,"KS",20,0,0,0,0,0,0,37.6199,-100.1431,37.6887,-100.0827,5.79,40,1,1,1,57,0,0,0,0
614460,2016,12,25,"2016-12-25","10:30:00",3,"KS",20,0,0,0,0,0,0,37.4969,-99.5583,37.5386,-99.5338,3.17,30,1,1,1,57,97,0,0,0
614461,2016,12,25,"2016-12-25","10:51:00",3,"KS",20,0,0,0,0,0,0,37.5116,-99.3277,37.5921,-99.272,6.34,30,1,1,1,97,0,0,0,0
614462,2016,12,25,"2016-12-25","10:54:00",3,"KS",20,0,0,0,0,0,0,38.3995,-99.3807,38.4122,-99.3671,1.15,30,1,1,1,165,0,0,0,0
614463,2016,12,25,"2016-12-25","10:58:00",3,"KS",20,0,0,0,0,85000,0,37.3021,-99.2417,37.3209,-99.217,1.88,50,1,1,1,33,0,0,0,0
614464,2016,12,25,"2016-12-25","11:45:00",3,"KS",20,0,0,0,0,5000,0,39.503,-99.0182,39.5274,-99.0029,1.87,50,1,1,1,141,0,0,0,0
614465,2016,12,25,"2016-12-25","11:50:00",3,"NE",31,0,1,0,0,375000,0,40.4216,-99.2467,40.4609,-99.239,2.75,200,1,1,1,137,0,0,0,0
614466,2016,12,25,"2016-12-25","12:16:00",3,"NE",31,0,0,0,0,5000,0,40.4255,-98.857,40.4317,-98.8519,0.51,50,1,1,1,99,0,0,0,0
614467,2016,12,25,"2016-12-25","12:24:00",3,"NE",31,0,0,0,0,225000,0,40.7708,-98.9236,40.8297,-98.9054,4.18,50,1,1,1,19,0,0,0,0
614468,2016,12,25,"2016-12-25","13:53:00",3,"KS",20,0,0,0,0,0,0,38.9351,-97.4384,38.9362,-97.4363,0.13,40,1,1,1,169,0,0,0,0
614469,2016,12,26,"2016-12-26","15:08:00",3,"KY",21,0,0,0,0,4000,0,36.9449,-88.446,36.9515,-88.4214,1.44,40,1,1,1,157,0,0,0,0
614470,2016,12,29,"2016-12-29","02:50:00",3,"GA",13,0,1,0,0,50000,0,34.1078,-83.5913,34.0953,-83.5322,3.49,250,1,1,1,157,0,0,0,0
614452,2016,12,5,"2016-12-05","11:47:00",3,"LA",22,0,1,0,0,0,0,30.2695,-90.8874,30.3093,-90.854,3.4,30,1,1,1,5,0,0,0,0
613498,2016,1,15,"2016-01-15","10:10:00",3,"FL",12,0,1,0,0,2e+05,0,26.5503,-81.9126,26.552,-81.9102,0.19,45,1,1,1,71,0,0,0,0
613499,2016,1,17,"2016-01-17","02:10:00",3,"FL",12,0,2,2,0,1.2e+07,0,27.253,-82.5396,27.2663,-82.5284,1.15,350,1,1,1,115,0,0,0,0
613500,2016,1,17,"2016-01-17","02:35:00",3,"FL",12,0,2,4,2,150000,0,27.538,-82.219,27.642,-82.126,9.2,300,1,1,1,81,0,0,0,0
613501,2016,1,17,"2016-01-17","06:13:00",3,"FL",12,0,1,0,0,1e+05,0,27.0873,-80.1497,27.0963,-80.1416,0.8,75,1,1,1,85,0,0,0,0
613502,2016,1,21,"2016-01-21","16:14:00",3,"MS",28,0,0,0,0,17000,0,31.9388,-90.2981,31.9662,-90.2578,3.03,50,1,1,1,29,0,0,0,0
613503,2016,1,21,"2016-01-21","16:25:00",3,"MS",28,0,1,0,0,165000,0,31.6919,-90.5363,31.7334,-90.4597,5.34,200,1,1,1,85,29,0,0,0
613504,2016,1,21,"2016-01-21","17:20:00",3,"MS",28,0,1,0,0,17000,0,31.8656,-90.0125,31.8835,-89.9496,3.89,300,1,1,1,127,0,0,0,0
613505,2016,1,21,"2016-01-21","17:46:00",3,"MS",28,0,0,0,0,9000,0,32.2624,-89.5387,32.2645,-89.503,2.09,75,1,1,1,123,0,0,0,0
613506,2016,1,21,"2016-01-21","17:58:00",3,"LA",22,0,1,0,0,0,0,30.8872,-90.5192,30.8875,-90.5186,0.24,50,1,1,1,105,0,0,0,0
613507,2016,1,21,"2016-01-21","18:49:00",3,"MS",28,0,2,0,0,65000,0,31.3241,-89.6506,31.3425,-89.5432,6.46,530,1,1,1,73,0,0,0,0
613508,2016,1,22,"2016-01-22","01:44:00",3,"FL",12,0,0,0,0,0,0,30.8969,-86.1972,30.9335,-86.1691,3.03,50,1,1,1,131,0,0,0,0
613509,2016,1,22,"2016-01-22","03:49:00",3,"FL",12,0,0,0,0,0,0,30.3563,-85.3032,30.3698,-85.2913,1.17,50,1,1,1,13,0,0,0,0
613510,2016,1,27,"2016-01-27","08:30:00",3,"FL",12,0,1,2,0,850000,0,26.2349,-80.1809,26.2601,-80.1568,2.29,35,1,1,1,11,0,0,0,0
613511,2016,1,28,"2016-01-28","09:32:00",3,"FL",12,0,0,0,0,0,0,26.4568,-80.1025,26.5453,-80.0434,7.12,10,1,1,1,99,0,0,0,0
613495,2016,1,6,"2016-01-06","10:50:00",3,"CA",6,0,0,0,0,0,75000,36.9381,-121.3815,36.9402,-121.3708,0.61,20,1,1,1,69,0,0,0,0
613496,2016,1,8,"2016-01-08","05:30:00",3,"FL",12,0,0,0,0,2000,0,24.7315,-81.0139,24.7324,-81.0128,0.09,20,1,1,1,87,0,0,0,0
613497,2016,1,9,"2016-01-09","17:45:00",3,"FL",12,0,2,3,0,2e+06,0,26.57,-82.037,26.575,-81.983,3.35,182,1,1,1,71,0,0,0,0
613526,2016,2,15,"2016-02-15","10:22:00",3,"LA",22,0,0,0,0,10000,0,30.9533,-91.9219,30.9562,-91.9176,0.32,20,1,1,1,9,0,0,0,0
613527,2016,2,15,"2016-02-15","11:00:00",3,"MS",28,0,0,0,0,3000,0,32.3762,-90.3166,32.3809,-90.3096,0.52,50,1,1,1,49,0,0,0,0
613528,2016,2,15,"2016-02-15","12:10:00",3,"MS",28,0,2,0,0,960000,0,31.696,-90.4023,31.8844,-89.9357,30.34,250,1,1,1,29,127,0,0,0
613529,2016,2,15,"2016-02-15","12:15:00",3,"MS",28,0,1,0,0,8e+05,0,32.8155,-89.6062,32.8278,-89.5773,1.88,300,1,1,1,79,0,0,0,0
613530,2016,2,15,"2016-02-15","12:45:00",3,"MS",28,0,1,0,0,45000,0,33.0346,-89.2791,33.0499,-89.2398,2.51,200,1,1,1,159,0,0,0,0
613531,2016,2,15,"2016-02-15","13:04:00",3,"LA",22,0,0,0,0,0,0,30.1606,-92.8538,30.1679,-92.844,0.78,10,1,1,1,53,0,0,0,0
613532,2016,2,15,"2016-02-15","13:15:00",3,"MS",28,0,1,2,0,0,0,31.0721,-90.1828,31.0912,-90.1014,5,250,1,1,1,147,0,0,0,0
613533,2016,2,15,"2016-02-15","13:24:00",3,"MS",28,0,0,0,0,15000,0,31.9468,-89.6273,31.9621,-89.5964,2.1,100,1,1,1,129,0,0,0,0
613534,2016,2,15,"2016-02-15","13:43:00",3,"MS",28,0,1,0,0,250000,0,31.9934,-89.4087,32.0158,-89.3706,2.72,250,1,1,1,129,0,0,0,0
613535,2016,2,15,"2016-02-15","13:52:00",3,"MS",28,0,1,0,0,608000,0,32.0506,-89.3413,32.1967,-89.1606,14.62,350,1,1,1,129,61,0,0,0
613536,2016,2,15,"2016-02-15","15:32:00",3,"FL",12,0,3,3,0,5750000,0,30.8707,-87.381,31.0401,-87.1863,16.45,300,2,0,1,0,0,0,0,0
613536,2016,2,15,"2016-02-15","15:32:00",3,"FL",12,0,3,3,0,5e+06,0,30.8707,-87.381,30.9968,-87.2281,12.57,300,2,1,2,33,0,0,0,0
613536,2016,2,15,"2016-02-15","15:50:00",3,"AL",1,0,2,0,0,750000,0,30.9968,-87.2281,31.0401,-87.1863,3.88,300,2,1,2,53,0,0,0,0
613537,2016,2,15,"2016-02-15","16:00:00",3,"AL",1,0,0,0,0,0,0,32.2352,-86.0243,32.2636,-85.9989,2.46,75,1,1,1,101,0,0,0,0
613538,2016,2,15,"2016-02-15","16:33:00",3,"AL",1,0,2,0,0,750000,0,31.2724,-86.8483,31.2932,-86.8204,2.19,250,1,1,1,35,0,0,0,0
613539,2016,2,15,"2016-02-15","17:00:00",3,"AL",1,0,1,1,0,1e+05,0,31.4574,-86.6181,31.5136,-86.5786,4.53,50,1,1,1,39,0,0,0,0
613540,2016,2,15,"2016-02-15","18:20:00",3,"AL",1,0,1,0,0,0,0,31.6617,-85.8398,31.6855,-85.7599,4.98,400,1,1,1,109,0,0,0,0
613541,2016,2,15,"2016-02-15","18:57:00",3,"AL",1,0,1,0,0,0,0,32.4,-85.3476,32.4493,-85.2538,6.8,400,1,1,1,113,0,0,0,0
613542,2016,2,15,"2016-02-15","19:00:00",3,"AL",1,0,0,0,0,0,0,32.3952,-85.2546,32.4778,-85.1836,7.09,250,1,1,1,113,81,0,0,0
613543,2016,2,16,"2016-02-16","03:49:00",3,"FL",12,0,1,0,0,0,0,26.8173,-81.1064,26.8276,-81.0802,1.77,75,1,1,1,43,0,0,0,0
613544,2016,2,16,"2016-02-16","04:10:00",3,"FL",12,0,0,0,0,0,0,26.22,-81.18,26.24,-81.12,4,10,1,1,1,21,0,0,0,0
613545,2016,2,16,"2016-02-16","06:05:00",3,"FL",12,0,0,0,0,0,0,26.0747,-80.3628,26.0905,-80.256,6.72,50,1,1,1,11,0,0,0,0
613546,2016,2,16,"2016-02-16","06:10:00",3,"FL",12,0,1,0,0,160000,0,26.242,-80.1349,26.2663,-80.0859,3.47,50,1,1,1,11,0,0,0,0
613547,2016,2,16,"2016-02-16","06:34:00",3,"FL",12,0,0,0,0,0,0,26.11,-80.13,26.0958,-80.1044,1.87,50,1,1,1,11,0,0,0,0
613548,2016,2,16,"2016-02-16","06:51:00",3,"FL",12,0,1,0,0,0,0,25.9553,-80.2159,25.9519,-80.1551,3.78,150,1,1,1,86,0,0,0,0
613549,2016,2,16,"2016-02-16","07:51:00",3,"NC",37,0,1,0,0,1e+05,0,34.8206,-76.4499,34.8807,-76.4358,4.23,167,1,1,1,31,0,0,0,0
613550,2016,2,23,"2016-02-23","05:53:00",3,"TX",48,0,0,0,0,0,0,29.2382,-95.8865,29.2575,-95.8613,2.02,30,1,1,1,481,0,0,0,0
613551,2016,2,23,"2016-02-23","11:11:00",3,"LA",22,0,0,0,0,0,0,29.9757,-90.2727,29.9822,-90.2667,0.58,50,1,1,1,51,0,0,0,0
613552,2016,2,23,"2016-02-23","11:20:00",3,"LA",22,0,0,0,0,0,0,30.1324,-91.1811,30.1751,-91.1557,3.32,50,1,1,1,47,0,0,0,0
613553,2016,2,23,"2016-02-23","12:08:00",3,"LA",22,0,0,0,0,0,0,30.3176,-90.9804,30.3389,-90.9695,1.61,200,1,1,1,5,0,0,0,0
613554,2016,2,23,"2016-02-23","12:42:00",3,"LA",22,0,2,0,0,0,0,30.496,-90.7592,30.5462,-90.7156,4.33,625,1,1,1,63,0,0,0,0
613555,2016,2,23,"2016-02-23","13:14:00",3,"LA",22,0,0,0,0,0,0,30.6935,-90.5878,30.6963,-90.5839,0.3,50,1,1,1,91,0,0,0,0
613556,2016,2,23,"2016-02-23","14:37:00",3,"LA",22,0,1,0,0,40000,0,29.8177,-91.538,29.8455,-91.5082,2.62,50,1,1,1,101,0,0,0,0
613557,2016,2,23,"2016-02-23","15:10:00",3,"LA",22,0,0,0,0,0,0,30.1199,-91.1733,30.1348,-91.1723,1.03,200,1,1,1,47,0,0,0,0
613558,2016,2,23,"2016-02-23","15:21:00",3,"LA",22,0,3,0,0,0,0,29.9903,-91.0794,30.0408,-90.9632,7.78,350,1,1,1,7,0,0,0,0
613559,2016,2,23,"2016-02-23","15:31:00",3,"LA",22,0,2,75,2,0,0,30.0408,-90.9632,30.125,-90.7697,12.95,350,1,1,1,93,0,0,0,0
613560,2016,2,23,"2016-02-23","15:45:00",3,"MS",28,0,1,0,0,40000,0,31.3955,-90.5334,31.4018,-90.531,0.46,75,1,1,1,85,0,0,0,0
613561,2016,2,23,"2016-02-23","15:49:00",3,"MS",28,0,1,0,0,0,0,30.686,-89.7812,30.7604,-89.6463,9.52,150,1,1,1,109,0,0,0,0
613562,2016,2,23,"2016-02-23","15:50:00",3,"MS",28,0,1,0,0,25000,0,30.9619,-89.7115,31.0359,-89.7021,5.15,200,1,1,1,109,91,0,0,0
613563,2016,2,23,"2016-02-23","16:07:00",3,"MS",28,0,0,0,0,5000,0,31.0586,-89.6481,31.0586,-89.6481,0.1,25,1,1,1,73,0,0,0,0
613564,2016,2,23,"2016-02-23","16:15:00",3,"LA",22,0,1,0,0,0,0,30.2195,-90.4354,30.2266,-90.3833,3.15,250,1,1,1,95,0,0,0,0
613565,2016,2,23,"2016-02-23","16:15:00",3,"MS",28,0,2,0,1,105000,0,31.1157,-89.5159,31.1822,-89.4608,5.63,100,1,1,1,73,0,0,0,0
613566,2016,2,23,"2016-02-23","16:22:00",3,"AL",1,0,0,0,0,0,0,33.3941,-87.9672,33.4627,-87.98,4.8,150,1,1,1,107,0,0,0,0
613567,2016,2,23,"2016-02-23","16:29:00",3,"MS",28,0,1,0,0,10000,0,31.2265,-89.423,31.244,-89.4104,1.42,75,1,1,1,73,0,0,0,0
613568,2016,2,23,"2016-02-23","16:32:00",3,"LA",22,0,2,17,0,0,0,30.0732,-90.5067,30.0982,-90.4337,4.69,250,1,1,1,95,0,0,0,0
613569,2016,2,23,"2016-02-23","16:41:00",3,"LA",22,0,0,0,0,0,0,30.3779,-90.1613,30.3831,-90.1594,0.38,25,1,1,1,103,0,0,0,0
613570,2016,2,23,"2016-02-23","16:42:00",3,"MS",28,0,0,0,0,25000,0,32.8184,-90.2652,32.8283,-90.2492,1.15,100,1,1,1,163,0,0,0,0
613571,2016,2,23,"2016-02-23","16:46:00",3,"MS",28,0,0,0,0,13000,0,31.7717,-90.0531,31.7773,-90.0448,0.62,40,1,1,1,127,0,0,0,0
613572,2016,2,23,"2016-02-23","17:13:00",3,"LA",22,0,0,0,0,0,0,30.32,-89.9692,30.3264,-89.9451,1.5,75,1,1,1,103,0,0,0,0
